userID,recommended_itemIDs
3199,1198 1197 318 2762 919 2804 1307 2028 1304 1270
3203,260 1196 1198 858 318 1197 1200 2762 1387 1193
3215,593 318 858 2028 260 2762 1198 2858 1196 1213
3217,318 2396 2762 1307 593 608 2997 1617 858 2028
3237,318 2762 2858 2396 593 1198 260 1197 858 1307
3239,593 318 608 1198 858 2762 2858 260 1197 1196
3243,318 858 593 2858 260 2762 608 1617 1198 1196
3245,2028 2762 318 1198 260 589 593 1240 858 1197
3269,750 260 924 1136 1197 1198 1278 1196 1214 913
3281,318 593 1198 589 1197 1196 260 457 3147 1291
3287,593 260 1198 2028 2396 2858 1197 457 1196 858
3297,858 912 750 1219 1193 904 924 1252 923 913
3299,1198 608 750 1617 1136 541 912 1193 318 1200
3309,2858 2762 318 593 3147 2706 858 457 3753 589
3313,1198 260 1097 912 1197 1196 318 2762 858 1278
3317,2762 2858 318 260 1198 1197 2028 593 1196 457
3319,2858 2762 2396 318 908 919 2336 858 912 1617
3321,318 2858 608 2762 1197 858 1617 260 2396 2324
3335,2762 2396 318 260 912 908 1035 1197 2858 1097
3337,2858 2762 318 2997 1197 593 858 260 1617 2692
3343,318 2858 608 2762 593 2028 2997 858 260 1193
3353,2858 318 858 2028 593 2762 260 1198 1213 1196
3355,318 2028 589 2396 260 2858 1197 593 457 1198
3357,2858 593 223 1089 858 2762 1198 260 2028 1196
3359,1219 858 593 111 1387 2762 2692 904 2160 1258
3373,318 2762 593 1197 1198 3147 1968 858 260 2028
3377,2762 589 1240 2028 318 1197 593 1214 457 1291
3383,858 1193 904 2858 2997 1207 912 593 1213 1247
3385,858 1198 1136 750 919 1196 593 1278 923 608
3401,318 2396 260 2858 912 1197 2336 1196 1198 2028
3403,2762 318 2858 2028 2959 593 589 3147 260 2706
3441,2762 318 2028 3753 2858 457 593 2396 3147 3793
3447,2762 318 2028 3147 593 457 3408 590 3753 2396
3457,1198 2762 260 318 593 2858 1197 2028 1196 858
3469,2858 318 260 2762 1197 1198 593 2028 589 541
3473,2762 589 1196 3753 260 3793 780 1197 457 318
3479,608 858 1193 318 1213 1617 593 1247 1206 1252
3485,858 2858 2028 593 2762 1219 1193 318 924 1213
3489,593 318 2028 2858 858 260 1198 1196 1617 457
3495,858 912 919 260 913 904 2762 1304 923 1219
3501,858 260 1196 1198 318 1136 750 1193 1197 912
3505,318 858 593 2762 2028 1193 1247 1961 1358 1207
3507,858 2858 608 750 1193 318 2997 593 1136 111
3517,2762 2706 2858 2028 2683 318 3147 780 593 589
3527,3753 1917 2762 2881 1918 3147 2694 104 1676 3793
3529,2858 2762 318 593 260 1198 2706 2997 2959 858
3533,858 608 1089 318 541 750 1198 593 1219 111
3539,318 593 2762 2858 260 858 1196 1198 1617 2028
3541,1198 260 1197 1270 2762 2716 1291 318 589 1580
3547,260 1198 1196 2762 318 1197 593 1270 919 2028
3549,750 912 260 1193 608 1198 1136 2858 318 924
3551,2762 318 2028 2858 3147 1784 608 1198 150 2706
3577,608 2997 318 593 2599 858 2908 1193 2762 1394
3583,2762 318 2028 593 1198 3147 2396 260 1197 457
3595,260 318 858 1198 912 608 2858 1193 1196 2762
3597,608 2858 1213 858 593 1089 1193 318 1617 2692
3599,593 1198 260 1196 2028 2858 589 1387 1200 1240
3603,858 2858 1617 593 1219 1213 1196 608 260 750
3605,2762 318 589 593 2028 2858 457 1240 3147 1198
3609,2997 1196 1089 2692 1197 1198 593 3160 858 608
3615,858 260 1196 912 1198 318 593 1193 1197 1136
3623,2997 260 2858 541 2762 1198 318 858 1196 1214
3635,2762 318 2028 593 1198 457 919 260 1197 2396
3639,1198 260 593 589 2762 858 318 1240 1291 1197
3641,858 260 1198 912 904 1196 1219 593 750 1193
3643,260 1198 1196 593 318 1197 608 1270 1097 2762
3649,2396 318 2858 2324 2762 1307 1097 919 1270 260
3653,318 2858 608 2762 858 2997 1198 260 912 541
3655,858 593 318 1193 608 1196 260 1617 2858 1136
3661,2858 1198 1240 260 1213 589 2028 541 1214 608
3663,2396 2858 318 912 908 1207 1617 1193 2336 1148
3671,608 858 318 2858 1208 111 1213 1358 1247 750
3673,608 2997 593 318 1213 1089 223 2692 3160 2599
3689,2858 318 593 2997 2762 608 2692 2959 858 2396
3691,608 2858 2997 318 2028 1193 593 858 1213 750
3695,2762 318 2858 1197 260 2997 2396 608 2324 593
3703,858 318 2858 2762 1617 260 593 608 1197 750
3705,2858 2762 1193 1304 858 318 1136 2997 750 924
3707,318 2762 2858 260 2028 1198 1617 1197 1196 1193
3719,1198 858 260 318 1196 593 608 1240 1197 2762
3721,858 2028 2762 593 1193 2396 1097 3147 919 2804
3725,912 923 1207 904 908 858 922 919 898 903
3729,2858 318 2028 1197 2324 3897 608 2396 2997 593
3735,912 318 858 260 919 1207 608 1198 2396 1247
3737,919 912 1148 2396 260 908 1207 1035 914 898
3741,593 1196 260 1387 2028 1200 589 1617 318 1213
3753,858 318 2762 608 1617 912 750 593 1193 260
3757,2028 260 593 919 2762 1196 1387 912 457 1193
3761,2396 318 2762 260 3751 2028 1197 1307 2336 2324
3763,858 593 260 1198 924 608 1219 1214 750 1196
3765,318 1207 2396 2762 912 497 1035 1197 1307 2324
3769,260 1198 1196 1197 2762 318 919 1270 2028 1097
3775,260 1198 1196 318 2762 589 2028 593 858 1197
3779,1198 318 1196 608 593 2028 912 1197 1617 750
3797,919 913 912 1252 1278 910 1284 858 1219 1234
3799,2858 2762 318 593 858 2028 1617 1197 260 2959
3803,318 2762 858 1617 260 589 2028 1198 1196 1213
3811,858 260 318 593 1198 1196 2762 608 541 2028
3817,608 1198 260 593 858 1197 2858 2762 2028 1196
3819,2762 1198 318 2028 260 457 2716 593 1196 1197
3831,858 750 1207 1252 923 1247 924 1299 608 904
3839,1097 260 2762 1198 908 2396 589 1214 3363 2804
3845,2762 2858 2028 593 1198 318 2706 1240 589 858
3853,318 2762 593 1198 260 1196 1197 858 2858 1617
3855,2028 318 2762 2858 858 1198 608 1213 3147 260
3857,2858 2762 318 1197 260 2396 1580 1198 2028 593
3861,318 1198 1197 260 2762 608 2997 1148 919 2396
3867,2028 318 593 858 1213 1617 608 1193 1198 260
3869,2762 2028 318 593 2858 858 1213 1198 1193 608
3871,2762 318 2858 2028 260 858 1198 593 1197 2396
3883,2858 593 2762 318 2028 2396 908 858 1617 919
3887,2858 2762 318 2997 3897 2908 2336 593 3751 608
3901,593 2858 318 2997 2762 1617 858 608 2692 2599
3911,260 1198 1196 1197 593 1270 1387 2762 318 858
3921,858 593 260 1617 1196 2762 2028 608 2858 912
3939,912 858 923 908 919 750 904 1207 260 913
3941,318 858 260 1197 1617 912 2396 2762 1198 2858
3943,858 2028 750 608 541 1213 318 1198 260 1617
3945,2858 2396 318 2762 1193 912 858 1247 593 608
3947,858 2762 318 2396 541 593 1219 2858 908 750
3953,260 1196 1198 919 858 1136 1197 912 593 750
3967,858 1198 318 2028 2762 593 1196 919 1136 912
3975,1207 912 2324 858 260 1193 2396 923 750 1247
3977,2858 858 260 593 1617 318 750 1198 1136 1197
3981,318 2762 2028 260 1196 1198 858 2396 2858 457
3987,1198 2762 260 318 593 1196 589 457 1270 1240
3991,260 1196 2028 1270 1197 1291 1240 589 593 858
4001,858 318 1617 593 1193 2028 1213 608 1136 260
4017,318 593 2858 858 2028 1198 260 1617 1213 1193
4019,593 2028 858 1617 1089 1213 260 589 2762 1240
4025,260 1196 1198 318 2762 1197 541 1200 1097 1270
4035,912 913 750 858 904 1284 923 3435 608 919
4037,260 593 1198 1196 1197 318 2762 858 1270 2791
4043,260 1198 2762 318 1197 1196 2028 2858 858 608
4055,858 593 260 2028 2762 919 1198 318 2858 608
4061,858 318 1617 593 260 1198 2858 2804 2762 1196
4063,1198 260 318 2028 2762 858 593 2858 1196 1197
4065,318 260 2396 2762 1148 1198 608 858 912 1196
4087,912 858 908 923 919 1617 750 2858 1207 1193
4093,858 2858 1617 260 593 608 318 750 908 1196
4101,318 2762 593 858 1617 2028 260 1198 1213 457
4129,2858 318 593 608 2028 858 2762 260 1213 1617
4131,2762 260 318 1198 1196 2028 1197 2396 593 457
4137,608 858 908 912 904 923 913 2997 1252 919
4145,914 1035 920 1207 2396 608 953 593 1097 904
4147,2028 2762 318 593 858 1198 1240 1213 260 608
4149,2762 318 2858 858 1197 260 593 1198 2028 1617
4151,608 2599 318 1197 2028 1136 1213 3897 593 924
4153,2858 318 2762 858 2028 593 260 1198 2997 1193
4155,2858 1213 593 2762 318 858 1198 2599 1240 260
4161,318 593 608 858 2858 1198 260 2762 2396 1197
4165,1198 1196 318 2858 1197 2762 593 858 1291 1270
4171,1198 593 919 318 260 2762 2858 2396 1197 608
4181,1198 2028 2762 1196 318 1291 1270 457 589 3147
4185,2997 2858 1148 318 608 2396 3751 2762 1197 912
4189,2858 318 2762 593 2028 608 2396 2599 1617 2324
4191,260 318 2762 1196 593 1198 1617 1197 608 2858
4193,2858 318 2959 858 593 2028 260 223 1089 1617
4197,318 2028 608 858 2762 593 260 1198 1193 1617
4199,318 1197 2396 2324 1198 260 1097 1270 1035 497
4201,858 608 750 541 593 2858 1213 260 1206 1136
4203,608 1213 2858 593 1193 318 1079 2997 1394 858
4217,858 1198 1196 1617 912 1219 2028 593 913 2762
4223,2028 260 858 593 1198 1196 1387 589 2762 318
4237,858 2028 593 318 1213 2762 260 2858 1304 1193
4239,2858 2599 1213 2997 1197 858 318 2028 2706 608
4243,912 858 1207 904 923 1193 750 260 318 910
4249,260 2762 318 1198 1197 1196 2396 2858 593 1097
4251,608 2997 318 2858 858 1247 1193 1394 919 593
4253,2762 318 2028 593 1196 1198 3147 2396 858 2858
4263,2762 318 2858 593 1198 1197 2028 2396 858 919
4271,318 2028 2858 593 3147 457 1617 1784 2396 3753
4275,318 2028 2762 593 260 1198 858 3147 2858 589
4297,260 1198 1197 318 2762 2028 1617 858 608 541
4299,318 593 2762 260 2858 1198 858 1617 608 2396
4301,260 1198 1196 318 2762 858 1197 2028 593 541
4305,260 1196 2858 858 1198 1197 541 2959 318 1136
4307,858 260 1198 912 919 1197 1196 913 904 318
4309,2762 318 3408 1197 3793 1198 260 593 457 2716
4317,858 608 2858 912 260 1252 750 1193 1198 541
4321,919 1148 1207 912 1296 2396 1193 1247 910 593
4339,318 2396 2762 1307 2858 2028 539 1247 1207 2324
4341,858 750 1219 912 923 922 1252 904 908 903
4345,2396 2858 318 2762 912 919 1247 2324 593 908
4359,260 1196 1270 589 1197 1097 1291 2028 1240 318
4363,2762 318 1198 260 2028 593 2858 858 1197 1196
4371,260 1198 1291 1197 1270 589 2762 2028 593 318
4387,260 1198 318 2762 1196 1197 593 589 858 1240
4397,2858 1197 318 608 260 1148 3481 2762 2396 2692
4399,260 1198 318 1196 1197 858 2762 1617 593 2028
4429,2858 608 1213 318 2028 2762 2997 1089 1617 858
4431,2858 858 318 260 1617 593 1198 1196 2997 2762
4433,318 2762 608 2396 2997 2028 1617 1197 858 260
4439,318 593 858 1198 2028 260 1196 1617 2858 1197
4459,318 2762 593 2858 2396 2028 1617 608 2324 1307
4461,908 912 1278 924 750 913 898 1252 3363 923
4477,858 593 318 2762 2028 260 1198 2959 223 608
4481,908 912 919 920 913 898 2762 1207 858 1035
4487,750 923 912 1148 1136 1207 858 260 1193 919
4495,919 2396 2762 318 1197 260 1035 1198 912 908
4499,858 260 1196 1198 593 1136 1387 1193 1617 2028
4515,260 1198 1196 2762 2716 1580 919 1270 1291 1097
4523,2028 318 1198 457 260 593 3147 1196 1291 1197
4529,2762 318 260 1198 858 593 589 1196 3147 1240
4531,318 2396 2858 593 2028 1193 1617 608 1207 2324
4539,260 1198 1196 2028 318 2762 593 1197 2858 858
4543,318 858 593 2762 260 2858 2028 1198 1196 1136
4549,858 318 1193 1617 912 2858 1207 593 608 923
4551,858 2858 1617 318 2762 1193 1198 1208 1219 260
4559,318 2762 2396 2858 593 2997 1198 2692 260 1197
4565,858 593 318 1213 1617 2028 1193 2762 608 1208
4567,1198 1196 318 1197 858 593 2858 2762 2028 1617
4569,318 2762 2858 858 593 260 2692 1197 1198 1617
4571,593 2028 2762 1198 318 858 260 457 1213 2858
4575,608 923 2997 1206 1252 858 111 541 3683 908
4585,1219 904 750 908 260 924 919 1387 913 923
4589,260 318 858 2762 1198 912 750 1197 1196 1136
4593,858 318 260 2858 608 593 912 919 1617 1198
4603,1198 2762 318 260 593 1196 2028 1270 457 1197
4605,858 260 1198 318 2028 1196 1136 2762 750 1214
4611,912 858 318 260 2762 2858 1197 908 2028 1617
4613,593 2858 608 2028 1213 858 318 1089 260 2762
4623,1198 260 1196 1197 2762 318 2716 593 1291 2028
4625,260 1198 608 318 912 858 1136 1197 1196 750
4635,858 1198 260 2028 318 593 2858 1196 2762 1617
4647,2997 260 1196 593 858 318 608 1198 541 2762
4651,2762 2028 260 318 2858 1198 589 1196 593 1197
4653,260 1196 858 1198 593 318 2028 1136 1197 1617
4655,318 2396 2858 260 1198 1197 2762 2324 1307 593
4657,260 1196 1198 1197 318 2762 2396 919 593 1097
4659,260 1198 2028 318 2762 1270 1197 1304 1307 1196
4665,318 260 2762 2858 1198 858 593 608 1197 2028
4667,318 2762 2396 590 539 2028 1721 150 1307 587
4669,260 858 2028 1136 912 1387 1278 1196 1304 2762
4675,858 608 924 260 541 318 1193 2028 2858 593
4677,912 919 908 910 260 1207 904 858 913 1148
4679,858 260 1198 2762 593 1197 912 1617 2028 1387
4687,2762 318 1198 457 593 3793 1197 3753 260 1196
4701,608 318 2858 2396 1247 2997 2762 919 2324 3897
4705,858 318 2028 2762 2858 260 1198 1193 1196 457
4717,2762 858 919 2858 318 1197 1198 908 260 593
4721,2762 318 2028 260 1198 589 457 1197 1196 2858
4727,2762 318 919 912 1247 1207 2858 608 858 1193
4729,858 1198 260 2028 1214 1304 1240 593 1387 2858
4731,2762 318 260 593 1197 1198 2858 1196 589 3147
4733,2762 2028 1198 260 593 457 1196 1270 1291 1197
4735,2396 318 2336 2762 2324 1307 1193 2028 1617 2908
4739,2762 2028 593 2858 858 318 1193 608 1213 1219
4749,260 318 1198 858 1196 2762 593 1197 608 541
4757,2762 2858 318 260 2028 858 1198 593 608 541
4767,2762 2028 260 457 1198 593 2396 858 1197 1617
4771,260 1198 919 1196 1197 318 2762 1148 1097 858
4773,2028 318 2762 593 1198 260 608 457 858 1197
4775,2858 593 2762 318 1198 260 858 1197 1196 608
4777,858 260 593 1196 1198 608 750 1387 1200 919
4781,260 1198 318 2762 1197 593 2028 1196 2396 1304
4783,2762 318 260 2028 1198 593 858 1196 919 1197
4791,318 593 1617 858 2858 260 1198 912 1193 750
4793,912 750 260 919 608 924 904 858 1198 913
4795,858 2762 593 318 608 1198 924 2858 260 1213
4811,1197 1198 260 2858 2028 2324 1580 3147 2396 1307
4815,2858 2028 2762 318 858 1213 260 2706 2959 1198
4821,260 1196 1197 318 1291 1270 1240 2804 1200 1097
4827,2762 260 1197 1198 1196 3793 3175 1148 2716 2858
4847,2858 1617 593 1197 2762 1198 260 919 608 858
4849,2762 1198 2028 260 318 1240 457 589 1196 2858
4855,1198 260 858 318 1197 1270 919 1196 2762 2028
4859,318 1197 1198 593 260 2762 2858 608 1196 1617
4873,2762 318 260 593 1198 2028 858 1197 589 457
4877,260 1198 1196 1197 858 1270 1387 318 2762 2028
4879,2858 2028 2762 593 318 858 260 3147 1617 608
4891,223 2858 1196 2700 2791 1213 1617 260 318 2762
4893,260 1198 2762 1196 318 2028 1197 593 1270 1291
4897,2858 858 608 2028 318 2762 593 1617 750 1193
4901,1198 858 318 260 2762 593 1097 919 1197 1196
4911,318 2858 593 858 608 2997 1213 1193 2692 1617
4913,1198 1196 260 1197 2762 858 1270 1200 1242 318
4915,2762 1198 2716 1291 260 3793 1270 1197 457 318
4919,318 919 2762 2396 260 912 1197 920 1307 1207
4925,260 1198 1196 858 593 1387 919 912 1270 2028
4927,260 318 1197 2762 1198 2396 858 1196 1136 2997
4933,2858 2762 2028 260 318 1198 593 858 1196 1240
4935,2028 2762 2858 589 318 1240 3147 1198 593 457
4937,919 858 1252 912 608 1278 1219 924 750 260
4943,1213 318 858 2599 1617 1193 2706 457 2959 1625
4947,912 858 923 904 908 919 750 903 913 1193
4955,858 260 1198 2028 912 593 318 1136 1207 1219
4961,858 1304 2028 924 908 2858 1247 1213 1252 1208
4965,908 913 912 1252 1284 858 750 919 1304 904
4967,2762 2028 1198 260 457 3147 593 1097 1721 858
4969,318 2762 2396 260 1197 3408 1198 2324 2028 1097
4971,2858 2599 2997 608 908 1136 1247 1193 913 858
4975,858 2858 1198 260 2762 318 750 1193 541 608
4981,260 2028 1196 589 593 2762 1240 457 318 1200
4995,858 750 1247 923 608 912 1193 1207 908 1208
5001,318 1198 2762 1197 2396 919 858 593 1270 1097
5013,608 593 919 858 908 1617 2289 1219 1213 923
5021,2396 1197 318 2858 2762 1617 260 1198 2028 2336
5027,858 593 1213 608 2858 318 1617 260 1198 1193
5029,318 2028 2762 593 2858 260 1198 1196 608 858
5031,593 1198 2762 858 318 260 2028 2858 1196 1387
5033,260 1198 2762 318 1197 1196 1270 457 593 2396
5037,2762 260 593 2028 1198 1196 858 318 919 1197
5069,318 858 260 608 1198 2762 912 1207 593 2028
5073,260 858 923 1198 750 912 1207 919 1136 1234
5081,2762 1197 318 260 1198 3147 1196 1291 1968 1270
5087,912 904 919 1252 908 750 260 1212 541 1197
5093,1148 912 923 1207 2396 919 2324 1197 2997 1223
5099,858 1198 593 1196 318 1200 541 1214 2762 1387
5101,2762 318 1197 1198 2858 593 2396 1097 1196 457
5109,858 593 2028 2858 1213 318 1617 608 2762 908
5131,2762 1198 260 318 1197 2396 1196 593 1270 2858
5133,858 1198 260 1387 593 1200 2028 750 1214 1617
5137,858 912 1207 923 1193 919 1247 750 2858 1617
5145,318 1198 2762 2028 1196 593 608 858 2858 1240
5149,2762 318 260 1198 1196 2028 589 1291 3147 457
5151,260 1197 1198 318 541 589 1200 2762 1617 858
5153,1198 318 260 2762 593 2028 457 2858 858 1197
5163,260 1196 1198 593 318 1197 2762 858 1270 1617
5167,912 858 318 919 1207 1148 260 2396 2762 904
5171,1148 912 919 1041 923 1193 318 1296 608 2858
5175,2762 1198 260 2028 318 2858 1197 1240 1270 593
5179,858 1196 1198 260 541 1197 1617 1089 1136 589
5185,858 318 1198 593 111 1196 2762 2858 1193 260
5191,318 2762 858 2028 593 1198 260 3147 1197 2858
5209,541 1196 1198 858 750 1197 318 1136 1214 919
5213,260 318 593 1196 858 1198 2858 2762 1197 750
5215,750 541 858 608 318 912 1207 1193 1299 924
5225,858 750 912 260 1193 1136 923 608 904 1198
5227,318 2762 2858 593 858 2028 1198 1617 1197 608
5231,318 2762 2396 1617 2028 608 260 593 1197 1198
5241,318 2762 1198 260 2028 858 593 1197 1196 457
5243,2762 318 2858 2396 2336 1197 2692 2324 2908 2997
5245,260 2396 318 1197 1198 2762 1097 590 912 919
5247,260 1197 1196 1198 2396 318 2762 1270 1307 1136
5259,608 2997 858 318 1213 593 1617 1193 2028 1089
5263,2858 2762 318 593 2028 1213 608 1617 858 2997
5269,260 1198 2762 858 318 2028 1214 1196 1240 541
5277,318 2762 1197 1198 2858 260 1196 2028 593 457
5279,2858 593 318 2762 2028 260 1198 1196 858 1197
5281,593 318 858 2028 1213 2858 260 1387 457 1617
5285,858 318 260 1198 1617 593 457 2762 1196 541
5291,318 2762 1197 2858 260 1198 2028 2396 593 1270
5295,858 260 593 1193 912 1219 919 1198 1136 904
5303,318 2028 1198 260 1197 858 2762 2858 593 1196
5307,318 2858 2762 2028 2396 457 1617 1307 3147 1393
5321,1198 318 2762 1197 2028 260 1270 2396 457 1196
5325,2762 318 2028 3147 1198 457 3753 3408 593 2858
5327,1198 318 858 593 2028 1213 2762 1197 2804 1242
5331,2028 858 318 2762 1617 1198 260 1193 593 1196
5335,2858 1197 318 2762 1198 2396 2028 260 1307 593
5345,858 1198 260 318 593 2762 1196 1136 1617 1193
5349,318 608 858 260 2762 2858 1148 593 2997 1198
5355,750 858 260 919 1148 1207 923 1136 318 910
5357,1198 260 1196 1197 2396 593 919 858 2804 1307
5359,908 919 2858 1247 858 260 750 608 1136 1198
5373,2858 318 608 593 2396 858 2762 912 908 1193
5383,260 1197 1196 1198 1270 2858 2762 318 608 919
5385,912 858 1197 908 923 318 2396 919 260 1148
5387,2762 318 2858 858 2959 593 260 1196 2028 1198
5391,2762 2858 318 260 593 1198 2028 1197 1196 1617
5395,2997 1148 923 912 608 1207 2908 2858 1247 908
5399,2858 608 1213 858 2028 1089 1617 1208 1193 111
5409,919 1197 1148 750 260 912 1198 318 923 858
5419,919 912 858 260 750 608 923 593 1207 1198
5429,260 318 2762 1198 858 1196 912 1197 2396 2028
5435,260 1198 1196 2762 318 1270 2028 593 1197 3147
5439,1196 260 858 318 1198 1617 2762 593 2858 1197
5443,260 858 318 912 2762 2858 593 2396 1197 1196
5447,318 2858 2396 2028 593 1193 2324 858 1148 3751
5449,2858 318 858 2762 593 1617 608 1213 1197 2028
5451,858 260 1198 1196 912 1136 1617 1193 750 593
5453,318 593 2762 2858 858 260 2028 1617 608 1193
5459,1198 260 1196 858 1200 1387 2028 1197 1136 1291
5461,318 858 2028 593 1198 2858 1617 2762 1193 1213
5465,858 1617 912 908 593 1207 2858 318 750 923
5471,2858 608 318 2997 593 2599 1617 1213 2762 2692
5473,318 2908 2762 2396 265 2324 3897 497 3408 2248
5479,2028 593 2762 1196 318 1198 858 260 2858 589
5483,919 593 2762 260 318 858 1197 2396 1198 912
5489,318 2762 2396 1197 2324 1198 2858 593 457 1784
5495,593 858 608 1617 318 1200 1213 1089 260 589
5501,2997 2858 593 2762 608 2908 858 318 2692 908
5505,920 919 910 912 1207 898 913 904 1035 923
5513,912 1207 858 750 2858 1193 608 1148 318 923
5543,260 858 1198 1196 1387 318 593 2762 2028 1214
5547,1196 260 1198 593 318 2762 1197 2028 858 1270
5561,2858 924 858 908 608 1219 2762 2997 1213 2028
5563,2762 318 260 1196 1198 2028 593 1197 1270 1291
5569,858 593 608 260 1198 904 919 1617 318 912
5573,318 1617 1213 858 589 260 608 1196 1240 457
5577,858 1196 318 260 1617 1197 1198 593 2762 1193
5595,2858 2028 858 318 1213 593 1198 1617 608 260
5603,858 2858 318 2762 593 1193 1617 260 2028 1136
5607,2762 2028 318 2858 3753 260 3147 589 1198 1527
5609,318 1207 912 2396 2858 858 2762 1193 908 1617
5611,1196 2762 1198 589 2028 858 318 593 457 1240
5627,318 260 919 2762 858 593 1198 2028 912 1097
5633,2028 318 2858 1198 2762 593 858 608 457 1617
5635,2997 2858 260 541 1136 3481 1206 1394 1148 750
5639,750 858 1148 1248 608 912 1219 2300 1136 924
5647,2762 2858 2028 1198 593 1197 3147 1196 858 457
5657,858 318 260 1198 2762 593 912 608 919 1196
5659,2858 2028 858 2762 1617 593 318 2599 1213 2997
5663,608 858 1198 750 260 541 318 912 1136 1214
5669,2396 318 1207 912 1148 858 260 750 923 1307
5681,2858 608 593 318 858 2997 1617 2028 1193 260
5697,858 1219 593 908 904 1213 913 1252 919 903
5703,2858 593 2599 1213 2683 908 2791 2028 2762 2706
5705,2997 2599 2396 2858 908 3751 1148 2762 1097 2987
5711,260 318 2858 1197 858 1198 593 1136 1196 912
5727,260 318 2762 1198 858 1197 1196 912 919 1148
5731,318 858 1198 1197 2396 912 1307 2762 919 1136
5737,2762 2858 318 2028 593 1198 1197 260 2396 858
5741,2858 2762 2028 318 593 1198 1213 2706 1197 1617
5743,2858 608 2997 593 1617 1213 223 3160 2762 318
5749,260 1196 1198 593 2762 858 318 1197 919 1097
5755,260 912 919 318 2762 1198 2324 1148 1028 914
5757,1148 1207 318 912 858 2396 260 919 2762 1193
5765,260 858 1196 1198 750 608 1214 1200 541 318
5773,1198 2762 589 1197 593 858 2028 457 1200 541
5777,1198 260 2762 2858 1197 318 858 2716 1240 541
5793,858 608 1198 2858 260 318 2028 2762 1197 541
5795,2858 858 2762 2396 260 1193 1617 912 919 1207
5805,1197 2762 1198 318 260 1196 2716 1270 593 1968
5811,858 318 1196 1198 593 2762 2028 1617 1200 589
5821,318 2028 2762 2858 858 608 1617 260 1198 1213
5825,608 318 2997 2762 1394 1247 1148 1198 593 1784
5829,858 318 1197 2762 541 1196 1198 2858 2692 1136
5843,1148 1197 318 260 919 588 497 2762 2396 1207
5853,260 1198 1196 318 2762 1148 1136 919 2396 858
5857,260 1196 1198 318 750 1136 1193 1214 2762 919
5867,2762 318 3147 1035 2396 539 1028 588 920 3408
5873,858 2762 318 2028 1198 593 260 2858 1193 1196
5877,1148 1207 919 497 260 1296 898 2396 1223 912
5883,1148 919 912 858 908 260 1197 910 904 497
5889,2858 318 1197 260 1198 858 2396 1617 608 750
5891,858 1193 750 924 2858 2028 318 260 1198 2762
5893,318 2858 858 260 1197 2762 608 1193 2396 1617
5907,318 2762 2396 593 2858 1198 260 1197 1270 2028
5919,318 593 2762 608 858 260 2028 1198 1196 1197
5921,2762 2858 318 2028 1198 593 858 2716 2997 260
5933,750 858 608 924 1148 1136 912 1206 541 1256
5941,1207 318 912 858 2396 919 1148 1193 608 593
5943,260 1197 318 2762 2858 223 2716 593 2997 1270
5947,1198 1196 2762 858 1197 1617 2028 593 1148 1270
5957,2028 2858 2762 593 318 908 858 1213 457 1219
5959,1207 912 1148 1247 923 919 750 318 858 1193
5963,2762 1198 260 318 858 1197 593 2858 1196 2028
5965,2762 1198 2028 593 589 260 318 2858 1196 1214
5981,2858 318 2762 608 2028 593 1198 260 1193 1213
5985,318 1197 260 1617 2396 1307 1207 2762 858 1198
5987,260 1198 318 2762 2716 1136 1196 1148 1193 1197
5995,2762 318 2396 2858 260 858 1617 2028 908 593
6013,2858 2396 2336 1307 318 2762 1617 1172 2324 2908
6031,2858 2762 593 318 2997 1197 2716 223 1198 608
6033,2396 318 2762 2858 260 2028 2336 593 1197 457
6049,1197 260 2858 858 318 908 919 2762 750 1198
6059,2858 2762 318 2028 593 1198 1213 858 260 2959
6061,2858 318 2762 593 608 1198 260 223 3147 2692
6063,3753 2762 318 2028 1240 593 457 1198 1219 1197
6067,318 2762 1197 858 1198 2858 260 2028 593 2324
6073,260 318 1196 1198 1207 2396 858 593 1097 912
6077,912 908 858 260 2396 919 2858 904 913 2762
6083,318 2762 260 1198 1197 2396 2858 593 2324 2028
6087,2762 2858 2028 3753 318 3147 593 2396 1197 150
6089,260 1196 1198 593 318 750 912 2762 541 608
6091,2762 318 858 260 593 1198 2858 1617 2028 1196
6095,318 2762 593 1198 1197 2858 223 1196 608 1617
6097,1148 2396 2762 919 318 260 3751 1028 1035 497
6103,260 2762 858 1198 2858 318 1219 593 1196 2997
6113,2858 2599 2336 2762 318 3481 1304 3897 1580 2908
6119,318 2762 260 2858 858 593 1198 2396 1197 608
6129,608 2762 2997 223 593 858 260 2324 1197 1196
6133,318 2762 858 593 2324 3408 2028 1196 912 2959
6135,260 1198 858 318 593 1196 2762 2028 1197 1617
6137,2959 2762 2997 2599 1089 593 1517 1732 858 2692
6139,608 318 2762 593 858 2858 260 1148 919 1193
6145,260 1198 1196 1200 858 318 541 608 593 1197
6153,260 1198 858 2762 593 1197 318 1219 2028 1136
6157,858 1148 318 750 2692 1207 919 260 923 912
6159,608 1617 1394 1193 923 1213 750 1136 912 908
6161,1197 260 1196 318 1198 541 2858 858 1136 593
6163,318 1198 2028 260 858 1196 2324 2396 1968 1197
6173,2762 260 858 1197 1198 1196 1617 2396 2028 912
6175,2858 1197 2997 2762 318 2599 919 2716 2396 1148
6177,2858 2762 318 858 260 1198 1197 2396 1617 593
6181,318 2858 1197 260 608 2692 1968 223 2997 858
6183,260 858 1196 1198 318 541 593 1197 608 1214
